word	correct	predicted
get	VB	VB
through	RB	IN
.	.	.

Besides	RB	NNP
,	,	,
I	PRP	PRP
would	MD	MD
prefer	VB	VB
to	TO	TO
stay	VB	VB
in	IN	IN
a	DT	DT
tent	NN	NN
since	IN	IN
I	PRP	PRP
have	VBP	VBP
never	RB	RB
had	VBN	VBD
the	DT	DT
exciting	JJ	JJ
experience	NN	NN
to	TO	TO
sleep	VB	VB
in	IN	IN
the	DT	DT
middle	NN	NN
of	IN	IN
the	DT	DT
nature	NN	NN
.	.	.

Peter	NNP	NNP
and	CC	CC
Sue	NNP	PRP
asked	VBD	VBD
to	IN	TO
Francis	NNP	VB
some	DT	DT
help	NN	NN
for	IN	IN
their	PRP$	PRP$
exam	NN	NNP
's	POS	POS
subjets	NNS	NN
and	CC	CC
Francis	NNP	NNP
,	,	,
for	IN	IN
to	TO	TO
help	VB	VB
them	PRP	PRP
,	,	,
was	VBD	VBD
very	RB	RB
busy	JJ	VBN
all	PDT	PDT
the	DT	DT
week	NN	NN
.	.	.

And	CC	CC
the	DT	DT
last	JJ	JJ
one	CD	NN
is	VBZ	VBZ
that	IN	DT
do	VBP	VBP
I	PRP	PRP
need	VB	MD
pillow	NN	VB
or	CC	CC
blanket	NN	JJ
or	CC	CC
something	NN	NN
else	JJ	.
?	.	.

This	DT	DT
show	NN	NN
is	VBZ	VBZ
about	IN	IN
the	DT	DT
latest	JJS	JJS
fashions	NNS	NN
,	,	,
the	DT	DT
leisure	NN	NN
and	CC	CC
sports	NNS	NNS
wear	NN	VBP
,	,	,
the	DT	DT
make-up	NN	NN
and	CC	CC
the	DT	DT
hairstyles	NNS	NN
.	.	.

I	PRP	PRP
cried	VBD	VBD
for	IN	IN
days	NNS	NNS
straight	JJ	RB
,	,	,
eating	VBG	NNP
and	CC	CC
sleeping	VBG	RB
very	RB	RB
little	RB	JJ
.	.	.

We	PRP	PRP
organized	VBD	VBD
a	DT	DT
end-of-conference	JJ	JJ
party	NN	NN
on	IN	IN
the	DT	DT
day	NN	NN
before	IN	IN
your	PRP$	PRP$
departure	NN	NNS
.	.	.

Finally	RB	RB
,	,	,
the	DT	DT
TV	NN	NN
is	VBZ	VBZ
in	IN	IN
my	PRP$	PRP$
opinion	NN	NN
very	RB	RB
useful	JJ	JJ
for	IN	IN
getting	VBG	VBG
important	JJ	JJ
information	NN	NN
,	,	,
you	PRP	PRP
can	MD	MD
watching	VBG	VB
the	DT	DT
weather	NN	NN
and	CC	CC
all	DT	DT
of	IN	IN
them	PRP	PRP
were	VBD	VBD
present	JJ	NN
in	IN	IN
wonderful	JJ	NN
colour	NN	.
.	.	.

My	PRP$	PRP$
holidays	NNS	NNS
will	MD	MD
finish	VB	VB
in	IN	IN
the	DT	DT
begining	NN	NN
of	IN	IN
September	NNP	NN
and	CC	CC
will	MD	MD
be	VB	VB
good	JJ	JJ
to	TO	TO
travel	VB	VB
during	IN	IN
this	DT	DT
time	NN	NN
.	.	.

It	PRP	PRP
is	VBZ	VBZ
difficult	JJ	JJ
to	TO	TO
say	VB	VB
how	WRB	WRB
good	RB	JJ
I	PRP	PRP
can	MD	MD
sing	VB	VB
but	CC	CC
I	PRP	PRP
really	RB	RB
like	VBP	IN
it	PRP	PRP
and	CC	CC
I	PRP	PRP
think	VBP	VBP
I	PRP	PRP
am	VBP	VBP
not	RB	RB
too	RB	RB
bad	JJ	.
.	.	.

As	IN	IN
for	IN	IN
my	PRP$	PRP$
ticket	NN	NNS
,	,	,
I	PRP	PRP
was	VBD	VBD
expecting	VBG	VBN
to	TO	TO
get	VB	VB
a	DT	DT
discount	NN	NN
as	IN	IN
a	DT	DT
student	NN	NN
,	,	,
as	IN	IN
it	PRP	PRP
said	VBD	VBD
so	RB	RB
in	IN	IN
the	DT	DT
advertisement	NN	NN
,	,	,
however	RB	RB
,	,	,
it	PRP	PRP
was	VBD	VBD
not	RB	RB
actually	RB	RB
available	JJ	,
which	WDT	WDT
was	VBD	VBD
very	RB	RB
disappointing	JJ	.
again	RB	.
.	.	.

When	WRB	WRB
you	PRP	PRP
go	VBP	VBP
out	IN	RB
of	IN	IN
the	DT	DT
Hotel	NN	NNP
turn	VBP	POS
right	RB	NN
and	CC	CC
go	VBP	VB
stright	RB	VBN
on	RB	IN
,	,	,
at	IN	IN
the	DT	DT
first	JJ	JJ
crossroads	NNS	NNS
turn	VBP	VBP
right	RB	RB
again	RB	RB
.	.	.

First	RB	RB
of	IN	IN
all	DT	DT
,	,	,
I	PRP	PRP
would	MD	MD
like	VB	VB
to	TO	TO
tell	VB	VB
you	PRP	PRP
that	IN	IN
I	PRP	PRP
've	VBP	VBP
never	RB	RB
had	VBN	VBD
a	DT	DT
such	RB	JJ
good	JJ	JJ
time	NN	NN
in	IN	IN
my	PRP$	PRP$
life	NN	NN
!	.	.

I	PRP	PRP
wish	VBP	VB
you	PRP	PRP
were	VBD	VBD
there	RB	RB
with	IN	IN
us	PRP	PRP
!	.	.

I	PRP	PRP
have	VBP	VBP
spent	VBN	VBN
two	CD	CD
days	NNS	NNS
at	IN	IN
the	DT	DT
International	NNP	NNP
Arts	NNPS	NNP
Festival	NNP	VBZ
recently	RB	RB
and	CC	CC
I	PRP	PRP
am	VBP	VBP
writing	VBG	NN
in	IN	IN
order	NN	NN
to	TO	TO
give	VB	VB
my	PRP$	PRP$
opinions	NNS	NNS
about	IN	IN
it	PRP	PRP
.	.	.

His	PRP$	PRP$
message	NN	NN
is	VBZ	VBZ
still	RB	RB
as	RB	IN
impacting	JJ	DT
today	NN	NN
and	CC	CC
will	MD	MD
always	RB	RB
be	VB	VB
even	RB	RB
if	IN	IN
this	DT	DT
story	NN	NN
happened	VBD	VBD
a	DT	DT
long	JJ	JJ
time	NN	NN
ago	RB	RB
.	.	.

Another	JJ	DT
thing	NN	NN
that	WDT	IN
happened	VBD	PRP
was	VBD	VBD
that	IN	IN
the	DT	DT
tickets	NNS	NNS
did	VBD	VBD
not	RB	RB
have	VB	VB
discount	NN	VBN
and	CC	CC
the	DT	DT
advertisement	NN	NN
says	VBZ	VBZ
the	DT	DT
will	MD	MD
have	VB	VB
.	.	.

When	WRB	WRB
I	PRP	PRP
bought	VBD	VBD
my	PRP$	PRP$
computer	NN	NNS
,	,	,
I	PRP	PRP
was	VBD	VBD
n't	RB	RB
interested	JJ	VBN
in	IN	IN
it	PRP	PRP
but	CC	CC
when	WRB	WRB
I	PRP	PRP
started	VBD	VBD
studying	VBG	VBG
about	IN	IN
internet	NN	NN
and	CC	CC
playing	VBG	JJ
games	NNS	NNS
,	,	,
I	PRP	PRP
found	VBD	VBD
it	PRP	PRP
interesting	JJ	.
.	.	.

The	DT	DT
trip	NN	NN
that	WDT	IN
you	PRP	PRP
planned	VBD	VBD
for	IN	IN
us	PRP	PRP
,	,	,
students	NNS	NNS
,	,	,
it	PRP	PRP
's	VBZ	VBZ
a	DT	DT
great	JJ	JJ
chance	NN	NN
to	TO	TO
meet	VB	VB
new	JJ	JJ
people	NNS	NNS
and	CC	CC
visit	VB	VB
a	DT	DT
beautiful	JJ	JJ
city	NN	NN
like	IN	IN
London	NNP	NNP
.	.	.

Firstly	RB	NNP
,	,	,
I	PRP	PRP
would	MD	MD
like	VB	VB
to	TO	TO
say	VB	VB
that	IN	IN
I	PRP	PRP
'm	VBP	VBP
very	RB	RB
glad	JJ	JJ
to	TO	TO
have	VB	VB
been	VBN	VBN
choosen	VBN	,
and	CC	CC
I	PRP	PRP
will	MD	MD
do	VB	VB
my	PRP$	PRP$
best	NN	JJS
for	IN	IN
this	DT	DT
competition	NN	NN
.	.	.

Nowadays	RB	DT
many	JJ	JJ
people	NNS	NNS
fond	JJ	,
of	IN	IN
classical	JJ	JJ
music	NN	NN
,	,	,
but	CC	CC
this	DT	DT
concert	NN	NN
was	VBD	VBD
too	RB	RB
small	JJ	JJ
that	DT	IN
's	VBZ	NNS
why	WRB	WRB
many	JJ	JJ
people	NNS	NNS
had	VBD	VBD
to	TO	TO
miss	VB	VB
this	DT	DT
classical	JJ	JJ
concert	NN	NN
.	.	.

Because	IN	WRB
I	PRP	PRP
usually	RB	RB
go	VB	VB
on	IN	IN
camping-site	NN	DT
holiday	NN	NN
,	,	,
with	IN	IN
my	PRP$	PRP$
friends	NNS	NNS
.	.	.

Dear	JJ	DT
Mr	NNP	NN
or	CC	CC
Madam	NNP	NNP
,	.	,

Secondly	RB	NNP
,	,	,
I	PRP	PRP
would	MD	MD
prefer	VB	VB
to	TO	TO
staying	VBG	VB
in	IN	IN
a	DT	DT
tent	NN	NN
rather	RB	RB
than	IN	IN
staying	VBG	NN
in	IN	IN
a	DT	DT
log	NN	JJ
cabin	NN	NNS
in	IN	IN
order	NN	NN
to	TO	TO
have	VB	VB
experience	NN	NN
,	,	,
which	WDT	WDT
I	PRP	PRP
have	VBP	VBP
n't	RB	RB
had	VBN	VBD
before	RB	.
.	.	.

How	WRB	WRB
much	JJ	JJ
money	NN	NN
would	MD	MD
like	VB	VB
to	TO	TO
pay	VB	VB
me	PRP	PRP
for	IN	IN
five	CD	CD
hours	NNS	NNS
a	DT	DT
day	NN	NN
in	IN	IN
two	CD	CD
weeks	NNS	NNS
working	VBG	VBG
with	IN	IN
children	NNS	NNS
?	.	.

I	PRP	PRP
thank	VBP	VB
you	PRP	PRP
