word	correct	predicted
colored	VBN	VBN
by	IN	IN
Christian	NNP	NNP
supernaturalism	NN	NNP
,	,	,
in	IN	IN
the	DT	DT
Twentieth	NNP	NNP
Century	NNP	NNP
it	PRP	PRP
was	VBD	VBD
affected	VBN	VBN
by	IN	IN
naturalism	NN	NN
.	.	.

But	CC	CC
in	IN	IN
every	DT	DT
period	NN	NN
it	PRP	PRP
has	VBZ	VBZ
been	VBN	VBN
humanism	NN	NN
''	''	''
.	.	.

And	CC	CC
let	VB	VB
me	PRP	PRP
add	VB	VB
,	,	,
utopianism	NN	RB
,	,	,
also	RB	RB
.	.	.

Some	DT	DT
fourteen	CD	NN
or	CC	CC
fifteen	CD	CD
years	NNS	NNS
ago	IN	RB
,	,	,
in	IN	IN
an	DT	DT
essay	NN	NN
I	PRP	PRP
called	VBD	VBD
The	DT	DT
Leader	NNP	NNP
Follows	NNP	NNP
--	:	:
Where	NNP	PRP
?	.	.
?	.	.

I	PRP	PRP
used	VBD	VBD
his	PRP$	PRP$
polarity	NN	NN
to	TO	TO
illustrate	VB	VB
what	WP	WP
I	PRP	PRP
thought	VBD	VBD
had	VBD	VBD
happened	VBN	VBN
to	TO	TO
us	PRP	PRP
in	IN	IN
that	DT	DT
form	NN	NN
of	IN	IN
liberalism	NN	NN
we	PRP	PRP
call	VBP	VBP
Progressivism	NNP	NN
.	.	.

It	PRP	PRP
seemed	VBD	VBD
to	TO	TO
me	PRP	PRP
that	IN	IN
the	DT	DT
liberals	NNS	NNS
had	VBD	VBD
scrapped	VBN	IN
the	DT	DT
balanced	JJ	NN
polarity	NN	,
and	CC	CC
reposed	VBD	IN
both	DT	DT
liberty	NN	NN
and	CC	CC
the	DT	DT
fundamental	JJ	JJ
law	NN	NN
in	IN	IN
the	DT	DT
common	JJ	JJ
man	NN	NN
.	.	.

That	DT	DT
is	VBZ	VBZ
to	TO	TO
say	VB	VB
Gabriel	NNP	NNP
's	POS	POS
fundamental	JJ	JJ
law	NN	NN
had	VBD	VBD
been	VBN	VBN
so	RB	RB
much	RB	RB
modified	VBN	VBN
by	IN	IN
this	DT	DT
time	NN	NN
that	IN	IN
it	PRP	PRP
was	VBD	VBD
neither	RB	RB
fundamental	JJ	JJ
nor	CC	CC
law	NN	NN
any	DT	DT
more	JJR	JJR
.	.	.

It	PRP	PRP
is	VBZ	VBZ
a	DT	DT
weakness	NN	NN
of	IN	IN
Gabriel	NNP	NNP
's	POS	POS
analysis	NN	NN
that	IN	IN
he	PRP	PRP
never	RB	RB
seems	VBZ	VBZ
to	TO	TO
realize	VB	VB
that	IN	IN
his	PRP$	PRP$
so-called	JJ	JJ
fundamental	JJ	JJ
law	NN	NN
had	VBD	VBD
already	RB	RB
been	VBN	VBN
cut	VBN	VBN
loose	RB	RB
from	IN	IN
its	PRP$	PRP$
foundations	NNS	NNS
when	WRB	WRB
it	PRP	PRP
was	VBD	VBD
adapted	VBN	VBN
to	TO	TO
democracy	NN	NN
.	.	.

And	CC	CC
with	IN	IN
Progressivism	NNP	VBG
the	DT	DT
Religion	NNP	NN
of	IN	IN
Humanity	NNP	PRP
was	VBD	VBD
replacing	VBG	TO
what	WP	WP
Gabriel	NNP	VBP
called	VBD	VBN
Christian	NNP	NNP
supernaturalism	NN	NNP
.	.	.

And	CC	CC
the	DT	DT
common	JJ	JJ
man	NN	NN
was	VBD	VBD
developing	VBG	VBG
mythic	JJ	DT
power	NN	NN
,	,	,
or	CC	CC
charisma	NN	NNP
,	,	,
on	IN	IN
his	PRP$	PRP$
own	JJ	JJ
.	.	.

During	IN	IN
the	DT	DT
decade	NN	NN
that	IN	WDT
followed	VBD	VBD
,	,	,
the	DT	DT
common	JJ	JJ
man	NN	NN
,	,	,
as	IN	IN
that	DT	DT
piece	NN	NN
put	VBD	VBD
it	PRP	PRP
,	,	,
grew	VBD	VBD
uncomfortable	JJ	VBN
as	IN	IN
the	DT	DT
Voice	NNP	NN
of	IN	IN
God	NNP	NNP
and	CC	CC
fled	VBD	RB
from	IN	IN
behind	IN	IN
Saint	NNP	NNP
Woodrow	NNP	''
(	(	(
Wilson	NNP	CD
)	)	)
only	RB	RB
to	TO	TO
learn	VB	VB
from	IN	IN
Science	NNP	NNP
,	,	,
to	TO	TO
his	PRP$	PRP$
shocked	VBN	JJ
relief	NN	NN
that	IN	IN
after	IN	IN
all	DT	DT
there	EX	EX
was	VBD	VBD
no	DT	DT
God	NNP	NNP
he	PRP	PRP
had	VBD	VBD
to	TO	TO
speak	VB	VB
for	IN	IN
and	CC	CC
that	IN	IN
he	PRP	PRP
was	VBD	VBD
just	RB	RB
an	DT	DT
animal	NN	NN
anyhow	RB	NN
--	:	:
that	IN	IN
there	EX	EX
was	VBD	VBD
a	DT	DT
chemical	JJ	JJ
formula	NN	NNS
for	IN	IN
him	PRP	PRP
,	,	,
and	CC	CC
that	IN	IN
too	RB	RB
much	RB	RB
could	MD	MD
n't	RB	RB
be	VB	VB
expected	VBN	VBN
of	IN	IN
him	PRP	PRP
.	.	.

The	DT	DT
socialism	NN	JJ
implicit	JJ	NNS
in	IN	IN
the	DT	DT
slogan	NN	NN
of	IN	IN
the	DT	DT
Roosevelt	NNP	NNP
Revolution	NNP	NNP
,	,	,
freedom	NN	NN
from	IN	IN
want	NN	NN
and	CC	CC
fear	NN	NN
,	,	,
seems	VBZ	VBZ
a	DT	DT
far	JJ	RB
cry	NN	VBN
from	IN	IN
the	DT	DT
individualism	NN	NN
of	IN	IN
the	DT	DT
First	NNP	JJ
Amendment	NNP	NN
to	TO	TO
the	DT	DT
Constitution	NNP	NNP
,	,	,
or	CC	CC
of	IN	IN
the	DT	DT
Jacksonian	JJ	NNP
frontier	NN	NN
.	.	.

What	WP	WP
had	VBD	VBD
happened	VBN	VBN
to	TO	TO
the	DT	DT
common	JJ	JJ
man	NN	NN
?	.	.
?	.	.

French	NNP	NNP
Egalitarianism	NNP	NNP
had	VBD	VBD
had	VBN	VBD
only	JJ	RB
nominal	JJ	JJ
influence	NN	NN
in	IN	IN
this	DT	DT
country	NN	NN
before	IN	IN
the	DT	DT
days	NNS	NNS
of	IN	IN
Popularism	NN	NN
.	.	.

The	DT	DT
riotous	JJ	JJ
onrush	NN	NNS
of	IN	IN
industrialism	NN	NN
after	IN	IN
the	DT	DT
War	NNP	NNP
for	IN	IN
Southern	NNP	NNP
Independence	NNP	NNP
and	CC	CC
the	DT	DT
general	JJ	JJ
secular	JJ	TO
drift	NN	VB
to	TO	TO
the	DT	DT
Religion	NNP	NN
of	IN	IN
Humanity	NNP	NNP
,	,	,
however	RB	RB
,	,	,
prepared	VBD	IN
the	DT	DT
way	NN	NN
for	IN	IN
a	DT	DT
reception	NN	NN
of	IN	IN
the	DT	DT
French	NNP	NNP
Revolution	NNP	NNP
's	POS	POS
socialistic	JJ	JJ
offspring	NN	NNS
of	IN	IN
one	CD	CD
sort	NN	NN
of	IN	IN
another	DT	DT
.	.	.

The	DT	DT
first	JJ	JJ
of	IN	IN
which	WDT	WDT
to	TO	TO
find	VB	VB
important	JJ	JJ
place	NN	NN
in	IN	IN
our	PRP$	PRP$
federal	JJ	JJ
government	NN	NN
was	VBD	VBD
the	DT	DT
graduated	JJ	JJ
income	NN	NN
tax	NN	NN
under	IN	NN
Wilson	NNP	NN
.	.	.

Moreover	RB	IN
the	DT	DT
centralization	NN	NN
of	IN	IN
our	PRP$	PRP$
economy	NN	NN
during	IN	IN
the	DT	DT
1920s	CD	NN
,	,	,
the	DT	DT
dislocations	NNS	NN
of	IN	IN
the	DT	DT
Depression	NN	NN
,	,	,
the	DT	DT
common	JJ	JJ
ethos	NN	NNS
of	IN	IN
Materialism	NN	PRP
everywhere	RB	RB
,	,	,
all	DT	DT
contributed	VBD	NN
in	IN	IN
various	JJ	JJ
ways	NNS	NNS
to	TO	TO
the	DT	DT
face-lifting	NN	NN
that	WDT	IN
replaced	VBD	DT
Mike	NNP	NN
Fink	NNP	,
and	CC	CC
the	DT	DT
Great	NNP	JJ
Gatsby	NNP	NNS
with	IN	IN
the	DT	DT
anonymous	JJ	JJ
physiognomy	NN	NN
of	IN	IN
the	DT	DT
Little	NNP	NNP
People	NNPS	NN
.	.	.

However	RB	RB
,	,	,
it	PRP	PRP
is	VBZ	VBZ
important	JJ	JJ
to	TO	TO
trace	VB	VB
the	DT	DT
philosophy	NN	NN
of	IN	IN
the	DT	DT
French	NNP	NNP
Revolution	NNP	NNP
to	TO	TO
its	PRP$	PRP$
sources	NNS	NNS
to	TO	TO
understand	VB	VB
the	DT	DT
common	JJ	JJ
democratic	JJ	JJ
origin	NN	NN
of	IN	IN
individualism	NN	NN
and	CC	CC
socialism	NN	JJ
and	CC	CC
the	DT	DT
influence	NN	NN
of	IN	IN
the	DT	DT
latter	JJ	JJ
on	IN	IN
the	DT	DT
former	JJ	JJ
.	.	.

That	IN	DT
John	NNP	NNP
Locke	NNP	NNP
's	POS	POS
philosophy	NN	NN
of	IN	IN
the	DT	DT
social	JJ	JJ
contract	NN	NN
fathered	VBD	IN
the	DT	DT
American	NNP	NNP
Revolution	NNP	NNP
with	IN	IN
its	PRP$	PRP$
Declaration	NNP	NNP
of	IN	IN
Independence	NNP	NNP
,	,	,
I	PRP	PRP
believe	VBP	VBP
,	,	,
we	PRP	PRP
generally	RB	NN
accept	VBP	NN
.	.	.

Yet	RB	RB
,	,	,
after	IN	IN
Rousseau	NNP	PRP
had	VBD	VBD
given	VBN	VBN
the	DT	DT
social	JJ	JJ
contract	NN	NN
a	DT	DT
new	JJ	JJ
twist	NN	NNS
with	IN	IN
his	PRP$	PRP$
notion	NN	NN
of	IN	IN
the	DT	DT
General	NNP	NNP
Will	NNP	NNP
,	,	,
the	DT	DT
same	JJ	JJ
philosophy	NN	NN
,	,	,
it	PRP	PRP
may	MD	MD
be	VB	VB
said	VBD	VBD
,	,	,
became	VBD	VBD
the	DT	DT
idea	NN	NN
source	NN	NN
of	IN	IN
the	DT	DT
French	NNP	NNP
Revolution	NNP	NNP
also	RB	RB
.	.	.

The	DT	DT
importance	NN	NN
of	IN	IN
Rousseau	NNP	NNP
's	POS	POS
twist	NN	NN
has	VBZ	VBZ
not	RB	RB
always	RB	RB
been	VBN	VBN
clear	JJ	JJ
to	TO	TO
us	PRP	PRP
,	,	,
however	RB	RB
.	.	.

This	DT	DT
notion	NN	NN
of	IN	IN
the	DT	DT
General	NNP	NNP
Will	NNP	NNP
gave	VBD	VBD
rise	NN	NN
to	TO	TO
the	DT	DT
Commune	NNP	NN
of	IN	IN
Paris	NNP	NNP
in	IN	IN
the	DT	DT
Revolution	NNP	NNP
and	CC	CC
later	RB	RB
brought	VBN	VBD
Napoleon	NNP	VBN
to	TO	TO
dictatorship	NN	VB
.	.	.

And	CC	CC
it	PRP	PRP
is	VBZ	VBZ
clearly	RB	RB
argued	VBN	VBN
by	IN	IN
Lord	NNP	DT
Percy	NNP	NN
of	IN	IN
Newcastle	NNP	NNP
,	,	,
in	IN	IN
his	PRP$	PRP$
remarkable	JJ	JJ
long	JJ	JJ
essay	NN	NN
,	,	,
The	DT	DT
Heresy	NNP	NN
Of	IN	IN
Democracy	NNP	NNP
,	,	,
and	CC	CC
in	IN	IN
a	DT	DT
more	RBR	RBR
general	JJ	JJ
way	NN	NN
by	IN	IN
Voegelin	NNP	NNP
,	,	,
in	IN	IN
his	PRP$	PRP$
New	NNP	NNP
Science	NNP	NNP
Of	IN	IN
Politics	NNPS	NNP
,	,	,
that	IN	IN
this	DT	DT
same	JJ	JJ
Rousseauan	JJ	JJ
idea	NN	NN
,	,	,
descending	VBG	CC
through	IN	IN
European	JJ	JJ
democracy	NN	NN
,	,	,
is	VBZ	VBZ
the	DT	DT
source	NN	NN
of	IN	IN
Marx	NNP	NNP
's	POS	POS
theory	NN	NN
of	IN	IN
the	DT	DT
dictatorship	NN	NN
of	IN	IN
the	DT	DT
proletariat	NN	NN
.	.	.

This	DT	DT
is	VBZ	VBZ
important	JJ	JJ
to	TO	TO
understanding	VBG	VB
the	DT	DT
position	NN	NN
that	IN	IN
doctrinaire	JJ	PRP$
liberals	NNS	NNS
found	VBD	VBD
themselves	PRP	PRP
in	IN	IN
after	IN	IN
World	NNP	NNP
War	NNP	NNP
2	CD	CD
,	,	,
and	CC	CC
our	PRP$	PRP$
great	JJ	JJ
democratic	JJ	JJ
victory	NN	NN
that	WDT	WDT
brought	VBD	VBD
no	DT	DT
peace	NN	NN
.	.	.

The	DT	DT
long	JJ	JJ
road	NN	NN
that	WDT	WDT
had	VBD	VBD
taken	VBN	VBN
liberals	NNS	NNS
in	IN	IN
this	DT	DT
country	NN	NN
into	IN	IN
the	DT	DT
social	JJ	JJ
religion	NN	NN
of	IN	IN
democracy	NN	NN
,	,	,
into	IN	IN
a	DT	DT
worship	NN	NN
of	IN	IN
man	NN	NN
,	,	,
led	VBD	VBD
logically	RB	VBN
to	TO	TO
the	DT	DT
Marxist	NNP	JJ
dream	NN	NN
of	IN	IN
a	DT	DT
classless	JJ	JJ
society	NN	NN
under	IN	IN
a	DT	DT
Socialist	NNP	NNP
State	NNP	NNP
.	.	.

And	CC	CC
the	DT	DT
ussr	NN	NN
existed	VBD	VBN
as	IN	IN
the	DT	DT
revolutionary	JJ	JJ
experiment	NN	NN
in	IN	IN
radical	JJ	JJ
socialism	NN	NNS
,	,	,
the	DT	DT
ultimate	JJ	JJ
exemplar	NN	NN
.	.	.

And	CC	CC
by	IN	IN
the	DT	DT
time	NN	NN
the	DT	DT
war	NN	NN
ended	VBD	VBN
,	,	,
liberal	JJ	JJ
leadership	NN	NN
in	IN	IN
this	DT	DT
country	NN	NN
was	VBD	VBD
spiritually	RB	NN
Marxist	NNP	NN
.	.	.

We	PRP	PRP
will	MD	MD
recall	VB	VB
that	IN	IN
the	DT	DT
still	RB	RB
confident	JJ	JJ
liberals	NNS	NNS
of	IN	IN
the	DT	DT
Truman	NNP	NNP
administration	NN	POS
gathered	VBD	NN
with	IN	IN
other	JJ	JJ
Western	JJ	JJ
utopians	NNS	NNS
in	IN	IN
San	NNP	NNP
Francisco	NNP	NNP
to	TO	TO
set	VB	VB
up	IN	IN
the	DT	DT
legal	JJ	JJ
framework	NN	NNS
,	,	,
finally	RB	RB
and	CC	CC
at	IN	IN
last	JJ	JJ
,	,	,
to	TO	TO
rationalize	VB	DT
war	NN	NN
--	:	:
to	TO	TO
rationalize	VB	DT
want	NN	NN
and	CC	CC
fear	NN	NN
--	:	:
out	IN	IN
of	IN	IN
the	DT	DT
world	NN	NN
:	:	:
the	DT	DT
United	NNP	NNP
Nations	NNPS	NN
.	.	.

We	PRP	PRP
of	IN	IN
the	DT	DT
liberal-led	JJ	JJ
world	NN	NN
got	VBD	VBD
all	DT	DT
set	VBN	NN
for	IN	IN
peace	NN	NN
and	CC	CC
rehabilitation	NN	NN
.	.	.

Then	RB	RB
suddenly	RB	RB
we	PRP	PRP
found	VBD	VBD
ourselves	PRP	PRP
in	IN	IN
the	DT	DT
middle	NN	NN
of	IN	IN
another	DT	DT
fight	NN	NN
,	,	,
an	DT	DT
irrational	JJ	JJ
,	,	,
an	DT	DT
indecent	JJ	NN
,	,	,
an	DT	DT
undeclared	JJ	NN
and	CC	CC
immoral	JJ	JJ
war	NN	NN
with	IN	IN
our	PRP$	PRP$
strongest	JJS	NNS
(	(	(
and	CC	CC
some	DT	DT
had	VBD	VBD
thought	VBN	VBN
noblest	JJS	''
)	)	)
ally	NN	NN
.	.	.

During	IN	IN
the	DT	DT
next	JJ	JJ
five	CD	CD
years	NNS	NNS
the	DT	DT
leaders	NNS	NNS
of	IN	IN
the	DT	DT
Fair	NNP	NNP
Deal	NNP	NNP
reluctantly	RB	NNP
backed	VBD	VBZ
down	IN	RB
from	IN	IN
the	DT	DT
optimistic	JJ	JJ
expectations	NNS	NNS
of	IN	IN
the	DT	DT
New	NNP	NNP
Deal	NNP	NNP
.	.	.

During	IN	IN
the	DT	DT
next	JJ	JJ
five	CD	CD
years	NNS	NNS
liberal	JJ	JJ
leaders	NNS	NNS
in	IN	IN
the	DT	DT
United	NNP	NNP
States	NNPS	NNP
sank	VBD	NNP
in	IN	IN
the	DT	DT
cumulative	JJ	JJ
confusion	NN	NN
attendant	NN	,
upon	IN	IN
and	CC	CC
manifested	VBD	RB
in	IN	IN
a	DT	DT
negative	JJ	JJ
policy	NN	NN
of	IN	IN
Containment	NN	NN
--	:	:
and	CC	CC
the	DT	DT
bitterest	JJS	JJ
irony	NN	NN
--	:	:
enforced	VBN	:
and	CC	CC
enforceable	JJ	RB
only	RB	RB
by	IN	IN
threat	NN	NN
of	IN	IN
a	DT	DT
weapon	NN	NN
that	IN	IN
we	PRP	PRP
felt	VBD	VBD
the	DT	DT
greatest	JJS	JJS
distaste	NN	NN
for	IN	IN
but	CC	CC
could	MD	MD
not	RB	RB
abandon	VB	VB
:	:	:
the	DT	DT
atom	NN	JJ
bomb	NN	NN
.	.	.

In	IN	IN
1952	CD	CD
,	,	,
it	PRP	PRP
will	MD	MD
be	VB	VB
remembered	VBN	VBN
,	,	,
the	DT	DT
G.O.P.	NN	NN
without	IN	IN
positive	JJ	JJ
program	NN	NN
campaigned	VBD	,
on	IN	IN
the	DT	DT
popular	JJ	JJ
disillusionment	NN	NNS
with	IN	IN
liberal	JJ	JJ
leadership	NN	NN
and	CC	CC
won	VBD	VBD
overwhelmingly	RB	NN
.	.	.

All	DT	DT
of	IN	IN
this	DT	DT
,	,	,
I	PRP	PRP
know	VBP	VBP
,	,	,
is	VBZ	VBZ
recent	JJ	JJ
history	NN	NN
familiar	JJ	VBZ
to	TO	TO
you	PRP	PRP
.	.	.

But	CC	CC
I	PRP	PRP
have	VBP	VBP
been	VBN	VBN
at	IN	IN
some	DT	DT
pains	NNS	NNS
to	TO	TO
review	VB	VB
it	PRP	PRP
as	IN	IN
the	DT	DT
drama	NN	NN
of	IN	IN
the	DT	DT
common	JJ	JJ
man	NN	NN
,	,	,
to	TO	TO
point	VB	NN
up	IN	IN
what	WP	WP
happened	VBD	VBD
to	TO	TO
him	PRP	PRP
under	IN	IN
Eisenhower	NNP	NNP
's	POS	POS
leadership	NN	NN
.	.	.

A	DT	DT
perceptive	JJ	JJ
journalist	NN	NNS
,	,	,
Sam	NNP	CC
Lubell	NNP	NNP
,	,	,
has	VBZ	VBZ
phrased	VBN	WRB
it	PRP	PRP
in	IN	IN
the	DT	DT
title	NN	NN
of	IN	IN
one	CD	CD
of	IN	IN
his	PRP$	PRP$
books	NNS	NNS
as	IN	IN
the	DT	DT
revolt	NN	NN
of	IN	IN
the	DT	DT
moderates	NNS	NNS
.	.	.

He	PRP	PRP
opens	VBZ	VBD
his	PRP$	PRP$
discourse	NN	NN
,	,	,
however	RB	RB
,	,	,
with	IN	IN
a	DT	DT
review	NN	NN
of	IN	IN
the	DT	DT
Eisenhower	NNP	JJ
inaugural	NN	NN
festivities	NNS	,
at	IN	IN
which	WDT	WDT
a	DT	DT
sympathetic	JJ	NNP
press	NN	NNP
had	VBD	VBD
assembled	VBN	VBN
its	PRP$	PRP$
massive	JJ	JJ
talents	NNS	NNS
,	,	,
all	DT	DT
primed	VBN	NN
to	TO	TO
catch	VB	VB
some	DT	DT
revelation	NN	NN
of	IN	IN
the	DT	DT
emerging	VBG	VBG
new	JJ	JJ
age	NN	NN
.	.	.

The	DT	DT
show	NN	NN
was	VBD	VBD
colorful	JJ	JJ
,	,	,
indeed	RB	RB
,	,	,
exuberant	JJ	RB
,	,	,
but	CC	CC
the	DT	DT
press	NN	NN
for	IN	IN
all	PDT	DT
its	PRP$	PRP$
assiduity	NN	NNS
could	MD	MD
detect	VB	VB
no	DT	DT
note	NN	NN
of	IN	IN
a	DT	DT
fateful	JJ	JJ
rendezvous	NN	NNS
with	IN	IN
destiny	NN	NN
.	.	.

Lubell	NNP	PRP
offers	VBZ	VBZ
his	PRP$	PRP$
book	NN	NN
as	IN	IN
an	DT	DT
explanation	NN	NN
of	IN	IN
why	WRB	WRB
there	EX	EX
was	VBD	VBD
no	DT	DT
clue	NN	NN
.	.	.

And	CC	CC
I	PRP	PRP
select	VBP	VB
this	DT	DT
sentence	NN	NN
as	IN	IN
its	PRP$	PRP$
pertinent	JJ	JJ
summation	NN	NNS
:	:	:
``	``	``
in	IN	IN
essence	NN	NN
the	DT	DT
drama	NN	NN
of	IN	IN
his	PRP$	PRP$
(	(	(
Eisenhower	NNP	NNP
's	POS	POS
)	)	)
Presidency	NN	WP
can	MD	MD
be	VB	VB
described	VBN	VBN
as	IN	IN
the	DT	DT
ordeal	NN	NN
of	IN	IN
a	DT	DT
nation	NN	NN
turned	VBN	VBD
conservative	JJ	JJ
and	CC	CC
struggling	VBG	RB
--	:	:
thus	RB	RB
far	RB	RB
with	IN	IN
but	CC	CC
limited	JJ	JJ
and	CC	CC
precarious	JJ	JJ
success	NN	NN
--	:	:
to	TO	TO
give	VB	VB
effective	JJ	JJ
voice	NN	NN
and	CC	CC
force	NN	NN
to	TO	TO
that	DT	DT
conservatism	NN	NN
''	''	''
.	.	.

I	PRP	PRP
will	MD	MD
assume	VB	VB
that	IN	IN
we	PRP	PRP
are	VBP	VBP
all	RB	DT
aware	JJ	JJ
of	IN	IN
the	DT	DT
continuing	VBG	JJ
struggle	NN	NN
,	,	,
with	IN	IN
its	PRP$	PRP$
limited	JJ	JJ
and	CC	CC
precarious	JJ	JJ
success	NN	NN
,	,	,
toward	IN	IN
conservatism	NN	NN
.	.	.

It	PRP	PRP
has	VBZ	VBZ
moved	VBN	VBN
on	IN	IN
various	JJ	JJ
levels	NNS	NNS
,	,	,
it	PRP	PRP
has	VBZ	VBZ
been	VBN	VBN
clamorous	JJ	,
and	CC	CC
confused	VBN	VBN
.	.	.

Obviously	RB	CC
there	EX	EX
has	VBZ	VBZ
been	VBN	VBN
no	DT	DT
agreement	NN	NN
on	IN	IN
what	WP	WP
American	NNP	NNP
conservatism	NN	NNP
is	VBZ	VBZ
,	,	,
or	CC	CC
rather	RB	RB
,	,	,
what	WP	WP
it	PRP	PRP
should	MD	MD
be	VB	VB
.	.	.

For	IN	IN
it	PRP	PRP
was	VBD	VBD
neglected	VBN	RB
,	,	,
not	RB	RB
to	TO	TO
say	VB	VB
nascent	JJ	VBN
,	,	,
when	WRB	WRB
the	DT	DT
struggle	NN	NN
began	VBD	VBD
.	.	.

I	PRP	PRP
saw	VBD	VBD
a	DT	DT
piece	NN	NN
the	DT	DT
other	JJ	JJ
day	NN	NN
assailing	VBG	IN
William	NNP	NNP
Buckley	NNP	NNP
,	,	,
author	NN	NN
of	IN	IN
Man	NNP	NN
