word	correct	predicted
of	IN	IN
liberty	NN	DT
seems	VBZ	NN
but	IN	CC
a	DT	DT
secular	JJ	JJ
version	NN	NN
of	IN	IN
its	PRP$	PRP$
counterpart	NN	NNS
in	IN	IN
evangelical	JJ	DT
Protestantism	NNP	NN
''	''	''
.	.	.

Let	VB	VB
me	PRP	PRP
quote	VB	VB
him	PRP	PRP
even	RB	RB
more	RBR	JJR
fully	RB	NNS
,	,	,
for	IN	IN
his	PRP$	PRP$
analysis	NN	NN
is	VBZ	VBZ
important	JJ	JJ
to	TO	TO
my	PRP$	PRP$
theme	NN	NN
.	.	.

He	PRP	PRP
says	VBZ	VBZ
:	:	:
``	``	``
beside	IN	IN
the	DT	DT
Protestant	NNP	JJ
philosophy	NN	NN
of	IN	IN
Progress	NN	NNP
,	,	,
as	IN	IN
expressed	VBN	NN
in	IN	IN
radical	JJ	NNP
or	CC	CC
conservative	JJ	CD
millenarianism	NN	NNS
,	,	,
should	MD	MD
be	VB	VB
placed	VBN	VBN
the	DT	DT
doctrine	NN	NN
of	IN	IN
the	DT	DT
democratic	JJ	JJ
faith	NN	NN
which	WDT	WDT
affirmed	VBD	VBD
it	PRP	PRP
to	TO	TO
be	VB	VB
the	DT	DT
duty	NN	NN
of	IN	IN
the	DT	DT
destiny	NN	NN
of	IN	IN
the	DT	DT
United	NNP	JJ
States	NNPS	NN
to	TO	TO
assist	VB	VB
in	IN	IN
the	DT	DT
creation	NN	NN
of	IN	IN
a	DT	DT
better	JJR	JJR
world	NN	NN
by	IN	IN
keeping	VBG	PRP
lighted	VBN	VBD
the	DT	DT
beacon	NN	NN
of	IN	IN
democracy	NN	NNP
''	''	''
.	.	.

He	PRP	PRP
specifies	VBZ	''
,	,	,
``	``	``
in	IN	IN
the	DT	DT
middle	JJ	JJ
period	NN	NN
of	IN	IN
the	DT	DT
Nineteenth	NNP	NN
Century	NNP	IN
it	PRP	PRP
was	VBD	VBD
colored	VBN	VBN
by	IN	IN
Christian	NNP	DT
supernaturalism	NN	NN
,	,	,
in	IN	IN
the	DT	DT
Twentieth	NNP	NNP
Century	NNP	VBD
it	PRP	PRP
was	VBD	VBD
affected	VBN	VBN
by	IN	IN
naturalism	NN	NN
.	.	.

But	CC	CC
in	IN	IN
every	DT	DT
period	NN	NN
it	PRP	PRP
has	VBZ	VBZ
been	VBN	VBN
humanism	NN	RB
''	''	''
.	.	.

And	CC	CC
let	VB	VB
me	PRP	PRP
add	VB	VB
,	,	,
utopianism	NN	UH
,	,	,
also	RB	RB
.	.	.

Some	DT	DT
fourteen	CD	NN
or	CC	CC
fifteen	CD	CD
years	NNS	NNS
ago	IN	RB
,	,	,
in	IN	IN
an	DT	DT
essay	NN	NN
I	PRP	PRP
called	VBD	VBD
The	DT	DT
Leader	NNP	NN
Follows	NNP	NN
--	:	:
Where	NNP	UH
?	.	.
?	.	.

I	PRP	PRP
used	VBD	VBD
his	PRP$	PRP$
polarity	NN	NN
to	TO	TO
illustrate	VB	VB
what	WP	WP
I	PRP	PRP
thought	VBD	VBD
had	VBD	VBD
happened	VBN	VBN
to	TO	TO
us	PRP	PRP
in	IN	IN
that	DT	DT
form	NN	NN
of	IN	IN
liberalism	NN	WRB
we	PRP	PRP
call	VBP	VB
Progressivism	NNP	JJ
.	.	.

It	PRP	PRP
seemed	VBD	VBD
to	TO	TO
me	PRP	PRP
that	IN	IN
the	DT	DT
liberals	NNS	NN
had	VBD	VBD
scrapped	VBN	IN
the	DT	DT
balanced	JJ	NN
polarity	NN	,
and	CC	CC
reposed	VBD	VBD
both	DT	DT
liberty	NN	NN
and	CC	CC
the	DT	DT
fundamental	JJ	JJ
law	NN	NN
in	IN	IN
the	DT	DT
common	JJ	JJ
man	NN	NN
.	.	.

That	DT	DT
is	VBZ	VBZ
to	TO	TO
say	VB	VB
Gabriel	NNP	NNP
's	POS	POS
fundamental	JJ	JJ
law	NN	NN
had	VBD	VBD
been	VBN	VBN
so	RB	RB
much	RB	JJ
modified	VBN	NN
by	IN	IN
this	DT	DT
time	NN	NN
that	IN	IN
it	PRP	PRP
was	VBD	VBD
neither	RB	RB
fundamental	JJ	,
nor	CC	CC
law	NN	NN
any	DT	DT
more	JJR	RBR
.	.	.

It	PRP	PRP
is	VBZ	VBZ
a	DT	DT
weakness	NN	NN
of	IN	IN
Gabriel	NNP	NNP
's	POS	POS
analysis	NN	NN
that	IN	IN
he	PRP	PRP
never	RB	RB
seems	VBZ	VB
to	TO	TO
realize	VB	VB
that	IN	IN
his	PRP$	PRP$
so-called	JJ	NN
fundamental	JJ	POS
law	NN	NN
had	VBD	VBD
already	RB	RB
been	VBN	VBN
cut	VBN	DT
loose	RB	JJ
from	IN	IN
its	PRP$	PRP$
foundations	NNS	NN
when	WRB	WRB
it	PRP	PRP
was	VBD	VBD
adapted	VBN	VBN
to	TO	TO
democracy	NN	VB
.	.	.

And	CC	CC
with	IN	IN
Progressivism	NNP	IN
the	DT	DT
Religion	NNP	NN
of	IN	IN
Humanity	NNP	PRP
was	VBD	VBD
replacing	VBG	,
what	WP	WP
Gabriel	NNP	PRP
called	VBD	VBD
Christian	NNP	JJ
supernaturalism	NN	JJ
.	.	.

And	CC	CC
the	DT	DT
common	JJ	JJ
man	NN	NN
was	VBD	VBD
developing	VBG	IN
mythic	JJ	DT
power	NN	NN
,	,	,
or	CC	CC
charisma	NN	RB
,	,	,
on	IN	IN
his	PRP$	PRP$
own	JJ	JJ
.	.	.

During	IN	IN
the	DT	DT
decade	NN	NN
that	IN	WP
followed	VBD	VBD
,	,	,
the	DT	DT
common	JJ	JJ
man	NN	NN
,	,	,
as	IN	IN
that	DT	DT
piece	NN	NN
put	VBD	VBD
it	PRP	PRP
,	,	,
grew	VBD	VBD
uncomfortable	JJ	VBN
as	IN	IN
the	DT	DT
Voice	NNP	NN
of	IN	IN
God	NNP	NNP
and	CC	CC
fled	VBD	VBD
from	IN	IN
behind	IN	IN
Saint	NNP	NNP
Woodrow	NNP	NNP
(	(	(
Wilson	NNP	NNP
)	)	VBD
only	RB	RB
to	TO	TO
learn	VB	VB
from	IN	IN
Science	NNP	NNP
,	,	,
to	TO	TO
his	PRP$	PRP$
shocked	VBN	JJ
relief	NN	NN
that	IN	IN
after	IN	IN
all	DT	DT
there	EX	EX
was	VBD	VBD
no	DT	DT
God	NNP	NNP
he	PRP	PRP
had	VBD	VBD
to	TO	TO
speak	VB	VB
for	IN	IN
and	CC	CC
that	IN	IN
he	PRP	PRP
was	VBD	VBD
just	RB	RB
an	DT	DT
animal	NN	NN
anyhow	RB	NN
--	:	:
that	IN	IN
there	EX	EX
was	VBD	VBD
a	DT	DT
chemical	JJ	JJ
formula	NN	NN
for	IN	IN
him	PRP	PRP
,	,	,
and	CC	CC
that	IN	IN
too	RB	RB
much	RB	RB
could	MD	MD
n't	RB	RB
be	VB	VB
expected	VBN	VBN
of	IN	IN
him	PRP	PRP
.	.	.

The	DT	DT
socialism	NN	JJ
implicit	JJ	NN
in	IN	IN
the	DT	DT
slogan	NN	NN
of	IN	IN
the	DT	DT
Roosevelt	NNP	JJ
Revolution	NNP	NN
,	,	,
freedom	NN	NN
from	IN	IN
want	NN	NNP
and	CC	CC
fear	NN	NN
,	,	,
seems	VBZ	IN
a	DT	DT
far	JJ	JJ
cry	NN	NN
from	IN	IN
the	DT	DT
individualism	NN	NN
of	IN	IN
the	DT	DT
First	NNP	JJ
Amendment	NNP	NN
to	TO	TO
the	DT	DT
Constitution	NNP	NN
,	,	,
or	CC	CC
of	IN	IN
the	DT	DT
Jacksonian	JJ	JJ
frontier	NN	NN
.	.	.

What	WP	WP
had	VBD	VBD
happened	VBN	VBN
to	TO	TO
the	DT	DT
common	JJ	JJ
man	NN	NN
?	.	.
?	.	.

French	NNP	NNP
Egalitarianism	NNP	NNP
had	VBD	VBD
had	VBN	VBN
only	JJ	RB
nominal	JJ	JJ
influence	NN	NN
in	IN	IN
this	DT	DT
country	NN	NN
before	IN	IN
the	DT	DT
days	NNS	NNS
of	IN	IN
Popularism	NN	NN
.	.	.

The	DT	DT
riotous	JJ	JJ
onrush	NN	NN
of	IN	IN
industrialism	NN	NN
after	IN	IN
the	DT	DT
War	NNP	NN
for	IN	IN
Southern	NNP	DT
Independence	NNP	NN
and	CC	CC
the	DT	DT
general	JJ	NN
secular	JJ	TO
drift	NN	VB
to	TO	TO
the	DT	DT
Religion	NNP	NN
of	IN	IN
Humanity	NNP	NNP
,	,	,
however	RB	RB
,	,	,
prepared	VBD	VBN
the	DT	DT
way	NN	NN
for	IN	IN
a	DT	DT
reception	NN	NN
of	IN	IN
the	DT	DT
French	NNP	NNP
Revolution	NNP	NNP
's	POS	POS
socialistic	JJ	JJ
offspring	NN	NN
of	IN	IN
one	CD	CD
sort	NN	NN
of	IN	IN
another	DT	DT
.	.	.

The	DT	DT
first	JJ	JJ
of	IN	IN
which	WDT	WDT
to	TO	TO
find	VB	VB
important	JJ	JJ
place	NN	NN
in	IN	IN
our	PRP$	PRP$
federal	JJ	NNS
government	NN	WP
was	VBD	VBD
the	DT	DT
graduated	JJ	NN
income	NN	TO
tax	NN	VB
under	IN	IN
Wilson	NNP	NNP
.	.	.

Moreover	RB	``
the	DT	DT
centralization	NN	NN
of	IN	IN
our	PRP$	PRP$
economy	NN	NNS
during	IN	IN
the	DT	DT
1920s	CD	NN
,	,	,
the	DT	DT
dislocations	NNS	NN
of	IN	IN
the	DT	DT
Depression	NN	NN
,	,	,
the	DT	DT
common	JJ	JJ
ethos	NN	NN
of	IN	IN
Materialism	NN	DT
everywhere	RB	NN
,	,	,
all	DT	DT
contributed	VBD	NN
in	IN	IN
various	JJ	PRP$
ways	NNS	NNS
to	TO	TO
the	DT	DT
face-lifting	NN	NN
that	WDT	IN
replaced	VBD	DT
Mike	NNP	NN
Fink	NNP	,
and	CC	CC
the	DT	DT
Great	NNP	JJ
Gatsby	NNP	NN
with	IN	IN
the	DT	DT
anonymous	JJ	JJ
physiognomy	NN	NN
of	IN	IN
the	DT	DT
Little	NNP	NN
People	NNPS	NN
.	.	.

However	RB	UH
,	,	,
it	PRP	PRP
is	VBZ	VBZ
important	JJ	JJ
to	TO	TO
trace	VB	VB
the	DT	DT
philosophy	NN	NN
of	IN	IN
the	DT	DT
French	NNP	NNP
Revolution	NNP	VBD
to	TO	TO
its	PRP$	PRP$
sources	NNS	NN
to	TO	TO
understand	VB	VB
the	DT	DT
common	JJ	NN
democratic	JJ	POS
origin	NN	NN
of	IN	IN
individualism	NN	NNP
and	CC	CC
socialism	NN	NNS
and	CC	CC
the	DT	DT
influence	NN	NN
of	IN	IN
the	DT	DT
latter	JJ	NN
on	IN	IN
the	DT	DT
former	JJ	JJ
.	.	.

That	IN	DT
John	NNP	NNP
Locke	NNP	NNP
's	POS	POS
philosophy	NN	NN
of	IN	IN
the	DT	DT
social	JJ	JJ
contract	NN	NN
fathered	VBD	IN
the	DT	DT
American	NNP	JJ
Revolution	NNP	NN
with	IN	IN
its	PRP$	PRP$
Declaration	NNP	NNS
of	IN	IN
Independence	NNP	NNP
,	,	,
I	PRP	PRP
believe	VBP	VBP
,	,	,
we	PRP	PRP
generally	RB	MD
accept	VBP	VB
.	.	.

Yet	RB	UH
,	,	,
after	IN	IN
Rousseau	NNP	PRP
had	VBD	VBD
given	VBN	VBN
the	DT	DT
social	JJ	NN
contract	NN	IN
a	DT	DT
new	JJ	JJ
twist	NN	NN
with	IN	IN
his	PRP$	PRP$
notion	NN	NNS
of	IN	IN
the	DT	DT
General	NNP	JJ
Will	NNP	NN
,	,	,
the	DT	DT
same	JJ	JJ
philosophy	NN	NN
,	,	,
it	PRP	PRP
may	MD	MD
be	VB	VB
said	VBD	VBD
,	,	,
became	VBD	VBD
the	DT	DT
idea	NN	NN
source	NN	,
of	IN	IN
the	DT	DT
French	NNP	NNP
Revolution	NNP	VBD
also	RB	RB
.	.	.

The	DT	DT
importance	NN	NN
of	IN	IN
Rousseau	NNP	NNP
's	POS	POS
twist	NN	NN
has	VBZ	VBZ
not	RB	RB
always	RB	RB
been	VBN	VBN
clear	JJ	JJ
to	TO	TO
us	PRP	PRP
,	,	,
however	RB	RB
.	.	.

This	DT	DT
notion	NN	NN
of	IN	IN
the	DT	DT
General	NNP	JJ
Will	NNP	NNS
gave	VBD	VBD
rise	NN	VBN
to	TO	TO
the	DT	DT
Commune	NNP	NN
of	IN	IN
Paris	NNP	NNP
in	IN	IN
the	DT	DT
Revolution	NNP	NN
and	CC	CC
later	RB	RB
brought	VBN	VBD
Napoleon	NNP	VBN
to	TO	TO
dictatorship	NN	NN
.	.	.

And	CC	CC
it	PRP	PRP
is	VBZ	VBZ
clearly	RB	RB
argued	VBN	VBN
by	IN	IN
Lord	NNP	NNP
Percy	NNP	VBD
of	IN	IN
Newcastle	NNP	NNP
,	,	,
in	IN	IN
his	PRP$	PRP$
remarkable	JJ	JJ
long	JJ	JJ
essay	NN	NN
,	,	,
The	DT	DT
Heresy	NNP	JJ
Of	IN	NN
Democracy	NNP	''
,	,	,
and	CC	CC
in	IN	IN
a	DT	DT
more	RBR	JJR
general	JJ	IN
way	NN	NN
by	IN	IN
Voegelin	NNP	NNP
,	,	,
in	IN	IN
his	PRP$	PRP$
New	NNP	NNP
Science	NNP	NNP
Of	IN	NNP
Politics	NNPS	NNP
,	,	,
that	IN	IN
this	DT	DT
same	JJ	JJ
Rousseauan	JJ	JJ
idea	NN	NN
,	,	,
descending	VBG	VBG
through	IN	IN
European	JJ	JJ
democracy	NN	NN
,	,	,
is	VBZ	VBZ
the	DT	DT
source	NN	NN
of	IN	IN
Marx	NNP	NNP
's	POS	POS
theory	NN	NN
of	IN	IN
the	DT	DT
dictatorship	NN	NN
of	IN	IN
the	DT	DT
proletariat	NN	NN
.	.	.

This	DT	DT
is	VBZ	VBZ
important	JJ	JJ
to	TO	TO
understanding	VBG	VB
the	DT	DT
position	NN	NN
that	IN	IN
doctrinaire	JJ	PRP$
liberals	NNS	NNS
found	VBD	VBD
themselves	PRP	PRP
in	IN	IN
after	IN	IN
World	NNP	NNP
War	NNP	NNP
2	CD	NNP
,	,	,
and	CC	CC
our	PRP$	PRP$
great	JJ	JJ
democratic	JJ	NN
victory	NN	,
that	WDT	DT
brought	VBD	VBD
no	DT	DT
peace	NN	NN
.	.	.

The	DT	DT
long	JJ	JJ
road	NN	NN
that	WDT	WDT
had	VBD	VBD
taken	VBN	VBN
liberals	NNS	VBN
in	IN	IN
this	DT	DT
country	NN	NN
into	IN	IN
the	DT	DT
social	JJ	JJ
religion	NN	NN
of	IN	IN
democracy	NN	NNP
,	,	,
into	IN	IN
a	DT	DT
worship	NN	NN
of	IN	IN
man	NN	NN
,	,	,
led	VBD	VBD
logically	RB	VBN
to	TO	TO
the	DT	DT
Marxist	NNP	JJ
dream	NN	NN
of	IN	IN
a	DT	DT
classless	JJ	JJ
society	NN	NN
under	IN	IN
a	DT	DT
Socialist	NNP	NN
State	NNP	NN
.	.	.

And	CC	CC
the	DT	DT
ussr	NN	JJ
existed	VBD	NN
as	IN	IN
the	DT	DT
revolutionary	JJ	JJ
experiment	NN	NN
in	IN	IN
radical	JJ	DT
socialism	NN	NN
,	,	,
the	DT	DT
ultimate	JJ	NN
exemplar	NN	NN
.	.	.

And	CC	CC
by	IN	IN
the	DT	DT
time	NN	NN
the	DT	DT
war	NN	NN
ended	VBD	''
,	,	,
liberal	JJ	JJ
leadership	NN	NN
in	IN	IN
this	DT	DT
country	NN	NN
was	VBD	VBD
spiritually	RB	JJ
Marxist	NNP	JJ
.	.	.

We	PRP	PRP
will	MD	MD
recall	VB	VB
that	IN	IN
the	DT	DT
still	RB	RB
confident	JJ	TO
liberals	NNS	VB
of	IN	IN
the	DT	DT
Truman	NNP	NN
administration	NN	VBD
gathered	VBD	VBN
with	IN	IN
other	JJ	JJ
Western	JJ	TO
utopians	NNS	VB
in	IN	IN
San	NNP	NNP
Francisco	NNP	VBD
to	TO	TO
set	VB	VB
up	IN	RP
the	DT	DT
legal	JJ	JJ
framework	NN	NN
,	,	,
finally	RB	RB
and	CC	CC
at	IN	IN
last	JJ	JJ
,	,	,
to	TO	TO
rationalize	VB	DT
war	NN	NN
--	:	:
to	TO	TO
rationalize	VB	VB
want	NN	VB
and	CC	CC
fear	NN	NN
--	:	:
out	IN	IN
of	IN	IN
the	DT	DT
world	NN	NN
:	:	:
the	DT	DT
United	NNP	NN
Nations	NNPS	NN
.	.	.

We	PRP	PRP
of	IN	IN
the	DT	DT
liberal-led	JJ	JJ
world	NN	NN
got	VBD	VBD
all	DT	DT
set	VBN	VB
for	IN	IN
peace	NN	NN
and	CC	CC
rehabilitation	NN	NNS
.	.	.

Then	RB	RB
suddenly	RB	RB
we	PRP	PRP
found	VBD	VBD
ourselves	PRP	VBN
in	IN	IN
the	DT	DT
middle	NN	NN
of	IN	IN
another	DT	DT
fight	NN	NN
,	,	,
an	DT	DT
irrational	JJ	NN
,	,	,
an	DT	DT
indecent	JJ	NN
,	,	,
an	DT	DT
undeclared	JJ	NN
and	CC	CC
immoral	JJ	JJ
war	NN	NN
with	IN	IN
our	PRP$	PRP$
strongest	JJS	NNS
(	(	(
and	CC	CC
some	DT	DT
had	VBD	VBD
thought	VBN	VBN
noblest	JJS	.
)	)	JJ
ally	NN	JJ
.	.	.

During	IN	IN
the	DT	DT
next	JJ	JJ
five	CD	CD
years	NNS	NNS
the	DT	DT
leaders	NNS	NN
of	IN	IN
the	DT	DT
Fair	NNP	NN
Deal	NNP	VBD
reluctantly	RB	RB
backed	VBD	VBD
down	IN	RB
from	IN	IN
the	DT	DT
optimistic	JJ	JJ
expectations	NNS	NN
of	IN	IN
the	DT	DT
New	NNP	NNP
Deal	NNP	''
.	.	.

During	IN	IN
the	DT	DT
next	JJ	JJ
five	CD	CD
years	NNS	NNS
liberal	JJ	JJ
leaders	NNS	NN
in	IN	IN
the	DT	DT
United	NNP	JJ
States	NNPS	NNS
sank	VBD	VBD
in	IN	IN
the	DT	DT
cumulative	JJ	JJ
confusion	NN	NN
attendant	NN	''
upon	IN	,
and	CC	CC
manifested	VBD	VBD
in	IN	IN
a	DT	DT
negative	JJ	JJ
policy	NN	NN
of	IN	IN
Containment	NN	NN
--	:	:
and	CC	CC
the	DT	DT
bitterest	JJS	JJ
irony	NN	NN
--	:	:
enforced	VBN	:
and	CC	CC
enforceable	JJ	VBD
only	RB	RB
by	IN	IN
threat	NN	NN
of	IN	IN
a	DT	DT
weapon	NN	NN
that	IN	IN
we	PRP	PRP
felt	VBD	VBD
the	DT	DT
greatest	JJS	JJ
distaste	NN	NN
for	IN	IN
but	CC	PRP
could	MD	MD
not	RB	RB
abandon	VB	NN
:	:	:
the	DT	DT
atom	NN	JJ
bomb	NN	NN
.	.	.

In	IN	IN
1952	CD	NNP
,	,	,
it	PRP	PRP
will	MD	MD
be	VB	VB
remembered	VBN	''
,	,	,
the	DT	DT
G.O.P.	NN	NN
without	IN	IN
positive	JJ	JJ
program	NN	TO
campaigned	VBD	VB
on	IN	IN
the	DT	DT
popular	JJ	JJ
disillusionment	NN	NN
with	IN	IN
liberal	JJ	JJ
leadership	NN	NNS
and	CC	CC
won	VBD	VBD
overwhelmingly	RB	JJ
.	.	.

All	DT	DT
of	IN	IN
this	DT	DT
,	,	,
I	PRP	PRP
know	VBP	VBP
,	,	,
is	VBZ	VBZ
recent	JJ	IN
history	NN	DT
familiar	JJ	JJ
to	TO	TO
you	PRP	PRP
.	.	.

But	CC	CC
I	PRP	PRP
have	VBP	VBP
been	VBN	VBN
at	IN	IN
some	DT	DT
pains	NNS	NN
to	TO	TO
review	VB	VB
it	PRP	PRP
as	IN	IN
the	DT	DT
drama	NN	NN
of	IN	IN
the	DT	DT
common	JJ	JJ
man	NN	NN
,	,	,
to	TO	TO
point	VB	NN
up	IN	IN
what	WP	WP
happened	VBD	VBD
to	TO	TO
him	PRP	PRP
under	IN	IN
Eisenhower	NNP	NNP
's	POS	POS
leadership	NN	NN
.	.	.

A	DT	DT
perceptive	JJ	JJ
journalist	NN	NN
,	,	,
Sam	NNP	``
Lubell	NNP	UH
,	,	,
has	VBZ	VBZ
phrased	VBN	WRB
it	PRP	PRP
in	IN	IN
the	DT	DT
title	NN	NN
of	IN	IN
one	CD	CD
of	IN	IN
his	PRP$	PRP$
books	NNS	NNS
as	IN	IN
the	DT	DT
revolt	NN	NN
of	IN	IN
the	DT	DT
moderates	NNS	NN
.	.	.

He	PRP	PRP
opens	VBZ	VBZ
his	PRP$	PRP$
discourse	NN	NNS
,	,	,
however	RB	RB
,	,	,
with	IN	IN
a	DT	DT
review	NN	NN
of	IN	IN
the	DT	DT
Eisenhower	NNP	NN
inaugural	NN	POS
festivities	NNS	NNS
at	IN	IN
which	WDT	WDT
a	DT	DT
sympathetic	JJ	JJ
press	NN	NNS
had	VBD	VBD
assembled	VBN	IN
its	PRP$	PRP$
massive	JJ	JJ
talents	NNS	NN
,	,	,
all	DT	DT
primed	VBN	NN
to	TO	TO
catch	VB	VB
some	DT	DT
revelation	NN	NN
of	IN	IN
the	DT	DT
emerging	VBG	JJ
new	JJ	JJ
age	NN	NN
.	.	.

The	DT	DT
show	NN	NN
was	VBD	VBD
colorful	JJ	RB
,	,	,
indeed	RB	RB
,	,	,
exuberant	JJ	UH
,	,	,
but	CC	CC
the	DT	DT
press	NN	NN
for	IN	IN
all	PDT	DT
its	PRP$	PRP$
assiduity	NN	NN
could	MD	MD
detect	VB	VB
no	DT	DT
note	NN	NN
of	IN	IN
a	DT	DT
fateful	JJ	JJ
rendezvous	NN	NN
with	IN	IN
destiny	NN	NN
.	.	.

Lubell	NNP	EX
offers	VBZ	VBZ
his	PRP$	PRP$
book	NN	NN
as	IN	IN
an	DT	DT
explanation	NN	NN
of	IN	IN
why	WRB	WRB
there	EX	EX
was	VBD	VBD
no	DT	DT
clue	NN	NN
.	.	.

And	CC	CC
I	PRP	PRP
select	VBP	VBD
this	DT	DT
sentence	NN	NN
as	IN	IN
its	PRP$	PRP$
pertinent	JJ	NN
summation	NN	NN
:	:	:
``	``	``
in	IN	IN
essence	NN	IN
the	DT	DT
drama	NN	NN
of	IN	IN
his	PRP$	PRP$
(	(	(
Eisenhower	NNP	NNP
's	POS	POS
)	)	)
Presidency	NN	WP
can	MD	MD
be	VB	VB
described	VBN	VBN
as	IN	IN
the	DT	DT
ordeal	NN	NN
of	IN	IN
a	DT	DT
nation	NN	NN
turned	VBN	VBD
conservative	JJ	,
and	CC	CC
struggling	VBG	VBG
--	:	:
thus	RB	:
far	RB	RB
with	IN	IN
but	CC	CC
limited	JJ	VBD
and	CC	CC
precarious	JJ	JJ
success	NN	NN
--	:	:
to	TO	TO
give	VB	VB
effective	JJ	JJ
voice	NN	NN
and	CC	CC
force	NN	VB
to	TO	TO
that	DT	DT
conservatism	NN	NN
''	''	''
.	.	.

I	PRP	PRP
will	MD	MD
assume	VB	VB
that	IN	IN
we	PRP	PRP
are	VBP	VBP
all	RB	DT
aware	JJ	JJ
of	IN	IN
the	DT	DT
continuing	VBG	JJ
struggle	NN	NN
,	,	,
with	IN	IN
its	PRP$	PRP$
limited	JJ	NNS
and	CC	CC
precarious	JJ	JJ
success	NN	NN
,	,	,
toward	IN	IN
conservatism	NN	NN
.	.	.

It	PRP	PRP
has	VBZ	VBZ
moved	VBN	VBN
on	IN	IN
various	JJ	DT
levels	NNS	NN
,	,	,
it	PRP	PRP
has	VBZ	VBZ
been	VBN	VBN
clamorous	JJ	,
and	CC	CC
confused	VBN	VBN
.	.	.

Obviously	RB	``
there	EX	EX
has	VBZ	VBZ
been	VBN	VBN
no	DT	DT
agreement	NN	NN
on	IN	IN
what	WP	WP
American	NNP	NNP
conservatism	NN	NNP
is	VBZ	VBZ
,	,	,
or	CC	CC
rather	RB	RB
,	,	,
what	WP	WP
it	PRP	PRP
should	MD	MD
be	VB	VB
.	.	.

For	IN	IN
it	PRP	PRP
was	VBD	VBD
neglected	VBN	RB
,	,	,
not	RB	RB
to	TO	TO
say	VB	VB
nascent	JJ	''
,	,	,
when	WRB	WRB
the	DT	DT
struggle	NN	NN
began	VBD	VBD
.	.	.

I	PRP	PRP
saw	VBD	VBD
a	DT	DT
piece	NN	NN
the	DT	DT
other	JJ	JJ
day	NN	NN
assailing	VBG	,
William	NNP	NNP
Buckley	NNP	NNP
,	,	,
author	NN	VBG
of	IN	IN
Man	NNP	NNP
And	NNP	CC
God	NNP	NNP
at	IN	IN
Yale	NNP	NNP
and	CC	CC
publisher	NN	VBD
of	IN	IN
